FID,UID,POI_ID,NAME,UNIT_SUITE,ADDRESS,DELIV_MODE,CITY,MUNICIPAL,PROV,POST_CODE,LOCATION,PHONE,FAX,TOLL_FREE,WEBSITE,CAF,EPOI_TYPE,SIC_1,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,NAICS_1,NAICS_2,NAICS_3,NAICS_4,NAICS_5,SIC_MJ_GRP,SIC_DIV,LONGITUDE,LATITUDE,PREC_CODE,ATTRIBCODE,STATUS,COMM_NAME,GRP_IND,ELEVATION,ACCURACY,ACQ_TECH,x,y
3291,F6D5D1B4-3FF8-4978-AFFA-E2E5C313754B,POI3804852,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,RANKIN INLET,RANKIN INLET,NU,X0C0G0, ,867-645-2917,867-645-2198,866-988-4636,http://www.nac.nu.ca, , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-92.122869,62.829088,8,2, , , ,11.998,-1,12,-92.1228689999044,62.8290880001112
3292,F2E46337-326E-4D03-B689-54D119DCDFDC,POI3804853,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - KIVALLIQ CAMPUS, , , ,RANKIN INLET,RANKIN INLET,NU,X0C0G0, ,867-645-5500,867-645-2387,866-988-4636,http://www.nac.nu.ca, , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-92.122869,62.829088,8,2, , , ,11.998,-1,12,-92.1228689999044,62.8290880001112
3293,BAACD88B-4FA8-4685-9555-9EE7A9199581,POI3804854,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,REPULSE BAY,NAUJAAT,NU,X0C0H0, ,867-462-4281,867-462-4281,866-988-4636,http://www.nac.nu.ca, , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-86.188196,66.546565,8,2, , , ,75.607,-1,12,-86.1881960000453,66.5465650000747
3294,F2C671C3-B066-474D-8CC8-0A644BC1AAFF,POI3804855,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,GJOA HAVEN,GJOA HAVEN,NU,X0B1J0, ,867-360-7561,867-360-6049,866-988-4636, , , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,00000,00000,00000,00000,82,I,-95.849722,68.635556,8,2, , , ,45.997,-1,12,-95.8497219996705,68.6355559999095
3295,848DB161-5F52-4B15-97BF-3760755C90D5,POI3804856,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,KUGAARUK,"KEEWATIN, UNORGANIZED",NU,X0B1K0, ,867-769-7206,867-769-6407,866-988-4636, , , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,00000,00000,00000,00000,82,I,-90.243918,63.67332,8,2, , , ,10.004,-1,12,-90.2439180004154,63.6733200004177
3296,9B2D1250-C705-4C92-9C89-E6AD6A3696B2,POI3804857,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,KUGLUKTUK,KUGLUKTUK,NU,X0B0E0, ,867-982-5151,867-982-5108,866-988-4636,http://www.nac.nu.ca, , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-115.136162,67.815001,8,2, , , ,23.006,-1,12,-115.136162000376,67.8150009996965
3297,15D2B4D1-BB32-4A24-AAD9-272CEB6BF58F,POI3804858,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,TALOYOAK,TALOYOAK,NU,X0B1B0, ,867-561-5371,867-561-5202,866-988-4636,http://www.nac.nu.ca, , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-93.524968,69.537378,8,2, , , ,11.527,-1,12,-93.5249680003729,69.5373780002946
3298,F340F01D-C6FC-4120-860B-CB8F073D27C5,POI3804859,ALOOKIE SCHOOL, , , ,PANGNIRTUNG,PANGNIRTUNG,NU,X0A0R0, ,867-473-8803, , , , , ,82110000,82440000,00000000,00000000,00000000,00000000,61111,61141,00000,00000,00000,82,I,-65.717481,66.139533,8,2, , , ,176.819,-1,12,-65.7174810002479,66.1395330003477
3299,74A03C8B-7178-4490-839A-EDF5A7EB119B,POI3804862,CHIEF JULIUS SCHOOL, ,PO BOX 26, ,FORT MCPHERSON,FORT MCPHERSON,NT,X0E0J0, ,867-952-2131,867-952-2516, , , , ,82110000,82440000,00000000,00000000,00000000,00000000,61111,61141,00000,00000,00000,82,I,-134.880755,67.436445,8,2, , , ,20.319,-1,12,-134.880755000243,67.4364450001367
3300,74E29A90-4C71-4EC1-B016-72D7088B7B3E,POI3804870,EDUCATION COUNCIL CAPE DORSET, , , ,CAPE DORSET,CAPE DORSET,NU,X0A0C0, ,867-897-8826, , , , , ,82110000,82440000,00000000,00000000,00000000,00000000,61111,61141,00000,00000,00000,82,I,-76.540568,64.233304,8,2, , , ,17.113,-1,12,-76.5405680001131,64.2333040001795
3301,8BA9AD71-3CD5-4FBB-95D3-A5BE7D565A85,POI3804871,INUALTHUYAK SCHOOL - GENERAL DELIVERY, , , ,SACHS HARBOUR,SACHS HARBOUR,NT,X0E0Z0, ,867-690-4241, , , , , ,82110000,82440000,00000000,00000000,00000000,00000000,61111,61141,00000,00000,00000,82,I,-125.246483,71.985123,8,2, , , ,13.485,-1,12,-125.24648300019,71.9851230002263
3302,6C0364DD-FCAD-4C2B-996A-07F0501271DF,POI3804872,INUVIK DISTRICT EDUCATION AUTHORITY, , , ,INUVIK,INUVIK,NT,X0E0T0, ,867-777-3533,867-777-4622, , , , ,82110000,82440000,00000000,00000000,00000000,00000000,61111,61141,00000,00000,00000,82,I,-133.690613,68.354382,8,2, , , ,11.453,-1,12,-133.69061300039,68.3543819999294
3303,0FC4230D-258D-46F5-99CD-7A9F5E16C428,POI3804880,KAW TAY WHEE SCHOOL (K-6) - COMMUNITY SCHOOL OF DETTAH, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-4303,867-873-3630, ,http://www.yk1.nt.ca, , ,82110000,82440000,00000000,00000000,00000000,00000000,61111,61141,00000,00000,00000,82,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
3304,6C67180A-E874-4C79-9114-7FBCDC7A425D,POI3804885,TWILITE SECURITY LTD - IQALUIT BRANCH, ,PO BOX 725, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2N5, ,867-979-3553,867-873-3059, , , , ,73810000,00000000,00000000,00000000,00000000,00000000,561612,00000,00000,00000,00000,73,I,-114.371073,62.454585,6,2, , , ,189.989,-1,12,-114.371073000319,62.4545850003975
3305,2BC3D49D-ED02-42BF-87BA-B662D7E4A2F4,POI3804886,AULATUJ ELDERS CENTRE, , , ,ARVIAT,ARVIAT,NU,X0C0E0, ,867-857-4350, , , , , ,83220000,00000000,00000000,00000000,00000000,00000000,62412,00000,00000,00000,00000,83,I,-94.07189,61.095587,8,2, , , ,9.006,-1,12,-94.0718900003232,61.0955870000401
3306,9A18322E-738B-45CE-9676-106283C24A36,POI3804889,YELLOWKNIFE ASSN OF CONCERNED CITIZENS FOR SENIORS, ,5710 50 AVE, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A1G1, ,867-920-2443,867-873-9915, , ,ADD825893, ,83220000,00000000,00000000,00000000,00000000,00000000,62412,00000,00000,00000,00000,83,I,-114.3820905,62.4488344,4,2, , , ,198.986,50,6,-114.382090500276,62.4488343997878
3307,DD4386C4-7C6B-4857-8D34-A850FF37702C,POI3804890,BAFFIN GAS BAR, ,BLDG 1057, ,IQALUIT,IQALUIT,NU, , ,867-979-0636, , , , , ,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
3308,453C5568-6AE4-4226-90EA-624D34D1F91D,POI3804929,SIGNS & DESIGNS, ,5022 51 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A1S6, ,867-920-0818, , , ,ADD967876, ,39930000,00000000,00000000,00000000,00000000,00000000,323110,33995,00000,00000,00000,39,D,-114.3708679,62.4522616,2,2, , , ,188.989,25,6,-114.370867900034,62.4522616000928
3309,77D80D25-7018-469E-A0BD-D3DA72E841A8,POI3804930,ARENA, ,13 RUPERT AVE, ,FORT SMITH,FORT SMITH,NT,X0E0P0, ,867-872-2019, , , , , ,79990000,00000000,00000000,00000000,00000000,00000000,71394,00000,00000,00000,00000,79,I,-111.8827894,60.00749,1,2, , , ,207.987,25,3,-111.882789399911,60.0074899998637
3310,F0E0719E-F523-4DCE-A502-E0E405789ED6,POI3804931,ARENA - MULTIPLEX, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-920-5616, , , , , ,79990000,00000000,00000000,00000000,00000000,00000000,71394,00000,00000,00000,00000,79,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
3311,138E495C-A9EA-40C5-9D8D-DD206E1543C6,POI3804936,EMBRACE LIFE COUNCIL ISAKSIMAGIT INUUSIRMI KATUJJIQATIGIIT, ,PO BOX 2259, ,IQALUIT,IQALUIT,NU,X0A0H0, ,867-975-3233, , , , , ,86410000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,86,I,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
3312,C139553B-0E8F-49FD-A5EE-6AB975E013C4,POI3804937,JUDITH FABIAN GROUP HOME, ,HAY RIVER RESERVE, ,HAY RIVER,HAY RIVER,NT, , ,867-874-3844, , , , , ,86410000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,86,I,-115.779646,60.824059,8,2, , , ,160.215,-1,12,-115.779645999863,60.8240589997231
3313,6F41749C-B2AF-46E5-A892-912C717EDDF7,POI3804939,THE HEALING DRUM SOCIETY, ,LOWER FLR 5016 50 AVE, ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-766-2007, , , , , ,86410000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,86,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
3314,5F34EDCB-BA1C-420F-A1B7-870993156206,POI3804946,SOUTH MACKENZIE STORAGE, ,18 INDUSTRIAL DR, ,HAY RIVER,HAY RIVER,NT,X0E0R6, ,867-874-6574,867-874-6154, , ,ADD1218732, ,42250000,00000000,00000000,00000000,00000000,00000000,49311,00000,00000,00000,00000,42,E,-115.7921277,60.8112423,5,2, , , ,159.995,50,5,-115.792127715721,60.811242349355
3315,198B55CC-A82C-4FED-BC55-B5E228D7E66F,POI3804947,SOUTH MACKENZIE STORAGE - AFTER HOURS CALL, ,18 INDUSTRIAL DR, ,HAY RIVER,HAY RIVER,NT,X0E0R6, ,867-875-8169,867-874-6154, , ,ADD1218732, ,42250000,00000000,00000000,00000000,00000000,00000000,49311,00000,00000,00000,00000,42,E,-115.7921277,60.8112423,5,2, , , ,159.995,50,5,-115.792127715721,60.811242349355
3316,1303E64C-10A4-4B23-B577-6E4B5D83E3D5,POI3804949,OLLERHEAD & ASSOCIATES, ,314 OLD AIRPORT RD, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3T3, ,867-873-9690,867-669-6334, ,http://www.ollerhead.ca,ADD924096, ,87130000,13820000,00000000,00000000,00000000,00000000,54137,213112,00000,00000,00000,87,I,-114.4037655,62.449346,1,2, , , ,194.013,25,5,-114.403765499778,62.4493459998181
3317,E3E946C9-0FAE-4547-BEDD-FE3BCE6B03FE,POI3804950,SUB-ARCTIC SURVEYS LTD - RES, ,226 UTSINGI DRIVE, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2P8, ,867-873-3134,867-873-9079, , ,ADD1220477, ,87130000,00000000,00000000,00000000,00000000,00000000,54137,00000,00000,00000,00000,87,I,-114.371073,62.454585,6,2, , , ,189.989,-1,12,-114.371073000319,62.4545850003975
3318,101B47E2-BF52-4D24-B048-8EC4CE55FC08,POI3804960,TRIPLE M TAXI, , , ,NORMAN WELLS,NORMAN WELLS,NT,X0E0V0, ,867-587-2121, , , , , ,41210000,00000000,00000000,00000000,00000000,00000000,48531,00000,00000,00000,00000,41,E,-126.705712,65.305301,8,2, , , ,310.336,-1,12,-126.705712000209,65.3053009998413
3319,4A16F9A9-82E0-498A-9AA3-3519F63D593C,POI3804961,UNITED TAXI, ,PO BOX 1827, ,INUVIK,INUVIK,NT,X0E0T0, ,867-777-2525, , , , , ,41210000,00000000,00000000,00000000,00000000,00000000,48531,00000,00000,00000,00000,41,E,-133.690613,68.354382,8,2, , , ,11.453,-1,12,-133.69061300039,68.3543819999294
3320,27500DF2-17D3-4D95-AC04-A163D811DD3D,POI3804962,ROBERTSON ARTWORKS, ,5026 FINLAYSON DR, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3E8, ,867-444-9587,867-873-8406, , ,ADD971516, ,76990000,00000000,00000000,00000000,00000000,00000000,71151,00000,00000,00000,00000,76,I,-114.4240614,62.4404425,2,2, , , ,189.989,25,6,-114.424061399714,62.4404425002213
3321,45CDFBE5-A5BC-4FC2-B3AD-7E56D1E7BEDB,POI3804963,ROBERTSON ARTWORKS - RES, ,5026 FINLAYSON DR, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3E8, ,867-873-8407,867-873-8406, , ,ADD971516, ,76990000,00000000,00000000,00000000,00000000,00000000,71151,00000,00000,00000,00000,76,I,-114.4240614,62.4404425,2,2, , , ,189.989,25,6,-114.424061399714,62.4404425002213
3322,DB7FB0FE-0E81-481B-A281-FB652E59BA82,POI3804968,INUIT BROADCASTING CORPORATION, ,BLDG 1085, ,IQALUIT,IQALUIT,NU, , ,867-979-6231, ,800-267-8322, , , ,48330000,00000000,00000000,00000000,00000000,00000000,51312,00000,00000,00000,00000,48,E,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
3323,948746EE-2FB0-49F4-AB21-3D5F29B37EE3,POI3804977,WESTOWN TIRE SERVICE LTD - AFTER HOURS, ,335 OLD AIRPORT RD, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3T3, ,867-873-3983,867-920-4763, , ,ADD955020, ,55310000,00000000,00000000,00000000,00000000,00000000,44132,00000,00000,00000,00000,55,G,-114.409828,62.4545617,1,2, , , ,200.17,25,5,-114.409827999662,62.4545616998626
3324,9AE852ED-422B-40A3-9C96-24FEA4829249,POI3804978,FORT SIMPSON VISITOR INFORMATION CENTRE - OFFICE, ,PO BOX 438, ,FORT SIMPSON,FORT SIMPSON,NT,X0E0N0, ,867-695-3182, , , , , ,79990000,00000000,00000000,00000000,00000000,00000000,71399,00000,00000,00000,00000,79,I,-121.347627,61.861763,8,2, , , ,122,-1,12,-121.347626999586,61.8617629998626
3325,1B6B77C6-A68C-4209-A0A7-1BC48858ED17,POI3804980,LEELIE ENTERPRISES, ,PO BOX 88, ,QIKIQTARJUAQ,QIKIQTARJUAQ,NU,X0A0B0, ,867-927-8002, , , , , ,79990000,00000000,00000000,00000000,00000000,00000000,71399,00000,00000,00000,00000,79,I,-64.021831,67.545148,8,2, , , ,28.125,-1,12,-64.0218310001005,67.5451480001801
3326,A2BD1B93-33B3-4433-937A-7F7A81420930,POI3804981,NANUQ LODGE & NANUK ENTERPRISES, , , ,RANKIN INLET,RANKIN INLET,NU,X0C0G0, ,867-645-2650, , , , , ,79990000,00000000,00000000,00000000,00000000,00000000,71399,00000,00000,00000,00000,79,I,-92.122869,62.829088,8,2, , , ,11.998,-1,12,-92.1228689999044,62.8290880001112
3327,1488B778-9604-4438-BE33-497FB0D01725,POI3804987,NTCL, , , ,IQALUIT,IQALUIT,NU, , ,867-979-6825, , , , , ,42310000,00000000,00000000,00000000,00000000,00000000,48849,00000,00000,00000,00000,42,E,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
3328,EAA43909-8FC7-4F38-8CD5-E2A640739665,POI3804993,TRAVEL PROFESSIONALS INTERNATIONAL, , , ,HAY RIVER,HAY RIVER,NT, , ,867-874-2660, , , , , ,47240000,00000000,00000000,00000000,00000000,00000000,56151,00000,00000,00000,00000,47,E,-115.779646,60.824059,8,2, , , ,160.215,-1,12,-115.779645999863,60.8240589997231
3329,A80EF813-06A8-4A8E-97E6-939A47F30522,POI3804994,TAIGA TOURS CO, ,53 PORTAGE AVE, ,FORT SMITH,FORT SMITH,NT,X0E0P0, ,867-872-2060, , , , , ,41190000,00000000,00000000,00000000,00000000,00000000,48711,71399,56152,00000,00000,41,E,-111.8732591,60.0040941,1,2, , , ,219.982,25,3,-111.873259099828,60.0040940995631
3330,04738884-8729-4872-8B6F-DCF739077067,POI3804998,K WAYNE JORDAN TRUCKING - ENTERPRISE, , , ,ENTERPRISE,ENTERPRISE,NT,X0E0R1, ,867-984-3607, , , , , ,42120000,00000000,00000000,00000000,00000000,00000000,48411,00000,00000,00000,00000,42,E,-116.139932,60.556992,8,2, , , ,262.447,-1,12,-116.139931999562,60.5569920000808
3331,6FB4E22D-94D1-4159-960F-1C668D977A3E,POI3805001,WEATHERBY TRUCKING LTD, ,PO BOX 1949, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2P5, ,867-873-9801,867-873-9803, , , , ,42120000,15210000,41210000,49590000,17990000,00000000,48411,23321,48531,562998,23599,42,E,-114.371073,62.454585,6,2, , , ,189.989,-1,12,-114.371073000319,62.4545850003975
3332,28B9BDF8-46A2-419E-B84A-6E423832BB38,POI3805005,ARDIVISION VIDEO CONFERENCING, ,5120 49 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A1P8, ,867-669-0057,867-669-0852, ,http://www.ardivision.ca,ADD893601, ,78410000,73890000,00000000,00000000,00000000,00000000,53223,54199,00000,00000,00000,78,I,-114.365894,62.452205,2,2, , , ,187.989,25,6,-114.365893999808,62.4522050003606
3333,94D90F0E-62D1-4B39-85FD-9A3DA8EDE424,POI3805013,WESTERN ARCTIC LEADERSHIP PROGRAM, ,101 KING ST, ,FORT SMITH,FORT SMITH,NT,X0E0P0, ,867-872-3838, , , , , ,83220000,00000000,00000000,00000000,00000000,00000000,62411,00000,00000,00000,00000,83,I,-111.8863681,60.0048952,1,2, , , ,206.471,25,3,-111.886368100008,60.0048952003532
3334,E25EF23D-3BD2-419A-AC97-74AA3FE82A3A,POI3887699,GREENTREE WORKSHOPS, ,836 8 AVE, ,DAWSON,DAWSON,YT,Y0B0A3, ,250-993-5580, , , , , ,24340000,00000000,00000000,00000000,00000000,00000000,33711,00000,00000,00000,00000,24,D,-139.4280622,64.0575101,2,2, , , ,341.751,25,6,-139.428062199711,64.0575100997114
3335,74F651BE-A9B8-4859-BE25-5F3D309908DE,POI3916655,SECURECHECK, ,5109 48 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A1N5, ,867-669-7530,867-669-9994, ,http://www.securecheck.nt.ca,ADD807677, ,87480000,73610000,89990000,73810000,73820000,00000000,61171,541612,514199,561611,54169,87,I,-114.3654185,62.4535844,2,2, , , ,189.99,25,6,-114.365418500363,62.4535844002999
3336,E2705642-BC9A-480B-825B-5F447612868B,POI3916681,JAGO SERVICES INC, ,PO BOX 2076, ,CAMBRIDGE BAY,CAMBRIDGE BAY,NU,X0B0C0, ,867-983-2268,867-983-2258, , , , ,17520000,17310000,17110000,50990000,50740000,00000000,23552,23531,23511,42199,44419,17,C,-105.138333,69.108056,8,2, , , ,16.999,-1,12,-105.138332999968,69.1080559996847
3337,B6B50CBA-F814-4F7E-9DE0-F1F0ED6F0A1F,POI3916689,SAINT JUDE'S & ST SIMON ANGLICAN CATHEDRAL, ,BLDG 659, ,IQALUIT,IQALUIT,NU, , ,867-979-5595, , , , , ,86610000,00000000,00000000,00000000,00000000,00000000,81311,00000,00000,00000,00000,86,I,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
3338,4D4B26AD-7CFA-4E92-8A02-568D898A669F,POI3916690,ANGLICAN CHURCH OF CANADA DIOCESE OF THE ARCTIC, ,PO BOX 190, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2N2, ,867-873-5432, , , , , ,86610000,00000000,00000000,00000000,00000000,00000000,81311,00000,00000,00000,00000,86,I,-114.371073,62.454585,6,2, , , ,189.989,-1,12,-114.371073000319,62.4545850003975
3339,116FC9EB-C09F-48EF-8B73-A24938925D76,POI3916692,ROMAN CATHOLIC MISSION, , , ,FORT GOOD HOPE,FORT GOOD HOPE,NT,X0E0H0, ,867-598-2361, , , , , ,86610000,00000000,00000000,00000000,00000000,00000000,81311,00000,00000,00000,00000,86,I,-128.634021,66.255676,8,2, , , ,40.108,-1,12,-128.634020999669,66.2556759999475
3340,C4541694-941A-46AC-8EBC-C3A0B2C0D992,POI3916748,YELLOWKNIFE GOLF CLUB - GOLF COURSE, ,HWY 3, ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-4326, , ,http://www.ykgolf.com, , ,79920000,00000000,00000000,00000000,00000000,00000000,71391,00000,00000,00000,00000,79,I,-114.512474,62.464133,5,2, , , ,199.222,100,12,-114.512474000075,62.464133000038
3341,0FD1344B-6C0F-4341-AA8D-D8D8A21B51DD,POI3916758,NUNASI CORPORATION, ,5107 48 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A1N5, ,867-920-4587,867-920-4592, , ,ADD963526, ,67190000,00000000,00000000,00000000,00000000,00000000,551112,00000,00000,00000,00000,67,H,-114.365651,62.453561,5,2, , , ,188.988,50,6,-114.365651000293,62.4535609999402
3342,D9D198BA-88EA-4EA2-A0CA-41080958F494,POI3916771,MIDNIGHT PETROLEUM, ,PO BOX 940, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2N7, ,867-873-6211, , , , , ,29110000,51710000,00000000,00000000,00000000,00000000,32411,42271,00000,00000,00000,29,D,-114.371073,62.454585,6,2, , , ,189.989,-1,12,-114.371073000319,62.4545850003975
3343,9926071B-C0A8-4701-AFBE-3CA8D791A7DA,POI3916795,OVERLANDER SPORTS, ,4909 50 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2N7, ,867-873-2474,867-920-4079, ,http://www.overlandersports.com,ADD920575, ,79990000,59410000,50910000,00000000,00000000,00000000,532292,45111,42191,33992,00000,79,I,-114.3732888,62.4549713,2,2, , , ,188.307,25,6,-114.373288800338,62.4549712996858
3344,5F0D345A-DE7D-4925-B75B-D0600CA6B4D5,POI3916803,WESTERN ARCTIC REGIONAL VISITORS CENTRE, ,MACKENZIE RD, ,INUVIK,INUVIK,NT,X0E0T0, ,867-777-4727, , ,http://www.explorenwt.com, , ,79990000,00000000,00000000,00000000,00000000,00000000,71399,00000,00000,00000,00000,79,I,-133.743867,68.363626,5,2, , , ,5.859,100,12,-133.743867000162,68.36362599994
3345,3DE2548F-40E6-4CAB-B01A-ECF634688A7D,POI3916826,MACPHERSON SHEILA M LAWYER, ,4915 48 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3S4, ,867-669-5522,867-920-2206, ,http://www.lawsonlundell.com,ADD798771, ,81110000,00000000,00000000,00000000,00000000,00000000,54111,00000,00000,00000,00000,81,I,-114.3699285,62.4555089,5,2, , , ,187.725,50,6,-114.3699284997,62.4555089000158
3346,1D50BE87-1CC9-4B62-8930-A5DD7DF669C1,POI3916852,SEARS CANADA INC, , , ,FORT SIMPSON,FORT SIMPSON,NT, , ,867-872-3320, ,800-265-3675, , , ,53110000,00000000,00000000,00000000,00000000,00000000,45211,333912,42232,443111,44812,53,G,-121.347627,61.861763,8,2, , , ,122,-1,12,-121.347626999586,61.8617629998626
3347,627D15E4-8E93-42DF-BF1D-EF04ED75E118,POI3916854,SEARS LOCAL PARCEL INQUIRY, ,75 MACKENZIE RD, ,INUVIK,INUVIK,NT, , ,867-777-4849, ,800-265-3675, ,ADD917756, ,53110000,00000000,00000000,00000000,00000000,00000000,45211,00000,00000,00000,00000,53,G,-133.731024,68.359548,4,2, , , ,13.002,50,5,-133.731023999658,68.3595479998404
3348,E9EECAF1-35C5-489F-86A6-02CD38E8CFC7,POI3995015,DANA NAYE VENTURES, ,409 BLACK ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A2N2, ,867-668-6925,867-668-3127,800-661-0448, , , ,86410000,87210000,82430000,61410000,00000000,00000000,92115,541219,61142,522291,61143,86,I,-135.061763,60.722961,1,2, , , ,640.019,25,6,-135.061762999962,60.7229609996505
3349,91B4D56D-E7E3-4CA4-B03B-1E6154F4E5AB,POI3995020,GREAT RIVER AVIATION LTD, ,60 LODESTAR LANE, ,WHITEHORSE,WHITEHORSE,YT,Y1A6E6, ,867-393-4359, , , ,ADD870801, ,73590000,00000000,00000000,00000000,00000000,00000000,532411,00000,00000,00000,00000,73,I,-135.071757,60.708725,1,2, , , ,709.294,25,6,-135.071757000385,60.7087249996591
3350,051FF00A-16C2-4CF1-9E12-1632139913B0,POI3995029,ARCTIC APPLIANCE REPAIR, , , ,WHITEHORSE,WHITEHORSE,YT,Y1A6B4, ,867-333-9296, , , , , ,76230000,00000000,00000000,00000000,00000000,00000000,811412,00000,00000,00000,00000,76,I,-135.110001,60.709631,6,2, , , ,753.963,-1,12,-135.110001000446,60.7096310000707
3351,E70A1BDC-71DE-44DA-8420-E49CA967C5F3,POI3995032,ARTS UNDERGROUND, ,305 MAIN ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A2B4, ,867-667-6058,867-677-6056, , ,ADD813390, ,59990000,51990000,39520000,00000000,00000000,00000000,45392,81341,339942,00000,00000,59,G,-135.054985,60.718971,1,2, , , ,640.001,25,6,-135.054985000357,60.7189710000117
3352,B10DE93D-14EF-417E-AD56-FD07E0D35C85,POI3995035,LILLI PIE LOTIONS, ,2112 2 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1B9, ,867-456-7149, , , ,ADD843007, ,89990000,72310000,59440000,59470000,59990000,00000000,71151,812112,44831,812113,45322,89,I,-135.0527618,60.7200632,5,2, , , ,640.017,100,12,-135.052761799817,60.720063199657
3353,F21A76AB-3D9E-4922-9981-F5B0A2E750BF,POI3995037,YUKON SURFACE RIGHTS BOARD,UNIT 206,100 MAIN ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A2A8, ,867-667-7695, , ,http://www.yukonsurfacerights.com,ADD919172, ,65310000,86410000,00000000,00000000,00000000,00000000,53139,81341,00000,00000,00000,65,H,-135.050721,60.720094,2,2, , , ,640.014,25,6,-135.050720999774,60.7200939996384
3354,6FF8CEA4-22E7-46CB-9071-AC29E52FB740,POI3995039,CANADIAN TIRE, ,18 CHILKOOT WAY, ,WHITEHORSE,WHITEHORSE,YT,Y1A6T5, ,867-668-3652,867-667-2904, ,http://www.canadiantire.ca/?cid=directory_canpages, , ,50130000,75380000,52510000,59410000,55310000,00000000,42112,811111,44413,45111,44132,50,F,-135.071503,60.73132,2,2, , , ,640.016,25,6,-135.071503000363,60.7313200002179
3355,B24E731F-3410-4581-82B7-92B6D82AF87C,POI3995043,BDC-BUSINESS DEVELOPMENT BANK OF CANADA, ,204 LAMBERT ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A3T2, ,867-633-7510, ,888-463-6232,http://www.bdc.ca,ADD818427, ,60210000,61410000,00000000,00000000,00000000,00000000,52211,522291,00000,00000,00000,60,H,-135.0520469,60.7180389,2,2, , , ,640.011,25,6,-135.052046899944,60.718038900375
